Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
0.27,76.90,0.07000000,141.75,91.34,0.08420000,0.03831919,Status: Arc Flash,Status: Arc Flash,Sesuai
0.49,83.38,0.07000000,138.31,90.22,0.08480000,0.03785446,Status: Arc Flash,Status: Arc Flash,Sesuai
0.74,270.33,0.12000000,137.99,89.72,0.08660000,0.03734220,Status: Arc Flash,Status: Arc Flash,Sesuai
0.99,185.41,0.06000000,137.05,88.97,0.08660000,0.03734220,Status: Arc Flash,Status: Arc Flash,Sesuai
1.22,8.37,0.09000000,137.00,89.05,0.08540000,0.03623313,Status: Arc Flash,Status: Arc Flash,Sesuai
1.46,234.78,0.14000000,140.96,88.90,0.08680000,0.03695619,Status: Arc Flash,Status: Arc Flash,Sesuai
1.69,21.05,0.07000000,138.59,90.48,0.08720000,0.03666279,Status: Arc Flash,Status: Arc Flash,Sesuai
1.98,229.75,0.09000000,143.01,89.42,0.08820000,0.03603831,Status: Arc Flash,Status: Arc Flash,Sesuai
2.26,296.56,0.06000000,146.04,91.97,0.08880000,0.03530666,Status: Arc Flash,Status: Arc Flash,Sesuai
2.49,125.60,0.06000000,146.30,91.89,0.08800000,0.03549648,Status: Arc Flash,Status: Arc Flash,Sesuai
2.75,65.32,0.15000000,146.24,91.95,0.08840000,0.03607548,Status: Arc Flash,Status: Arc Flash,Sesuai
3.01,257.26,0.07000000,149.95,92.60,0.08720000,0.03566735,Status: Arc Flash,Status: Arc Flash,Sesuai
3.27,222.78,0.09000000,152.36,92.90,0.08820000,0.03502513,Status: Arc Flash,Status: Arc Flash,Sesuai
3.50,262.75,0.04000000,151.93,92.34,0.08780000,0.03545645,Status: Arc Flash,Status: Arc Flash,Sesuai
3.80,88.19,0.05000000,151.50,92.58,0.08820000,0.03491074,Status: Arc Flash,Status: Arc Flash,Sesuai
4.06,290.06,0.10000000,156.06,93.67,0.08960000,0.03393877,Status: Arc Flash,Status: Arc Flash,Sesuai
4.30,154.15,0.12000000,157.69,92.91,0.08940000,0.03372892,Status: Arc Flash,Status: Arc Flash,Sesuai
4.59,41.03,0.07000000,156.40,94.07,0.08960000,0.03358333,Status: Arc Flash,Status: Arc Flash,Sesuai
4.87,253.25,0.08000000,156.19,93.85,0.09000000,0.03334666,Status: Arc Flash,Status: Arc Flash,Sesuai
5.09,156.53,0.11000000,154.46,93.02,0.08920000,0.03236294,Status: Arc Flash,Status: Arc Flash,Sesuai
5.32,127.58,0.12000000,152.99,92.85,0.08880000,0.03185216,Status: Arc Flash,Status: Arc Flash,Sesuai
5.61,216.76,0.05000000,156.36,92.05,0.08760000,0.03215960,Status: Arc Flash,Status: Arc Flash,Sesuai
5.84,203.23,0.03000000,155.04,90.89,0.08640000,0.03315177,Status: Arc Flash,Status: Arc Flash,Sesuai
6.06,109.10,0.09000000,151.45,89.07,0.08660000,0.03314272,Status: Arc Flash,Status: Arc Flash,Sesuai
6.31,225.54,0.03000000,150.63,88.20,0.08540000,0.03407110,Status: Arc Flash,Status: Arc Flash,Sesuai
6.59,1.95,0.03000000,150.65,88.16,0.08460000,0.03488323,Status: Arc Flash,Status: Arc Flash,Sesuai
6.87,68.78,0.03000000,146.73,87.34,0.08400000,0.03555278,Status: Arc Flash,Status: Arc Flash,Sesuai
7.16,188.82,0.15000000,148.13,87.44,0.08600000,0.03638681,Status: Arc Flash,Status: Arc Flash,Sesuai
7.39,23.18,0.09000000,144.12,88.48,0.08640000,0.03631859,Status: Arc Flash,Status: Arc Flash,Sesuai
7.68,0.00,0.00000000,138.20,88.02,0.08380000,0.03773009,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
7.93,0.00,0.00000000,137.80,88.60,0.08120000,0.03891735,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
8.22,0.00,0.00000000,134.17,90.44,0.07940000,0.04051716,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
8.45,0.00,0.00000000,131.24,92.34,0.07660000,0.04106629,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
8.68,0.00,0.00000000,126.89,93.30,0.07500000,0.04243819,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
8.92,0.00,0.00000000,124.02,94.94,0.07380000,0.04367562,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
9.22,0.00,0.00000000,120.70,96.31,0.07220000,0.04486825,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
9.48,0.00,0.00000000,120.07,96.99,0.07120000,0.04589728,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
9.77,0.00,0.00000000,114.56,95.83,0.07040000,0.04677435,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.01,0.00,0.00000000,114.12,96.31,0.06760000,0.04671445,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.24,0.00,0.00000000,112.23,97.59,0.06520000,0.04704211,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.46,0.00,0.00000000,107.96,97.73,0.06300000,0.04746578,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.75,0.00,0.00000000,106.15,98.87,0.06020000,0.04696765,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
10.97,0.00,0.00000000,102.56,99.39,0.05860000,0.04762394,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
11.20,0.00,0.00000000,100.80,100.41,0.05640000,0.04773929,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
11.47,0.00,0.00000000,97.90,101.18,0.05520000,0.04838347,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
11.74,0.00,0.00000000,96.51,102.04,0.05460000,0.04887576,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
11.96,0.00,0.00000000,95.87,102.54,0.05380000,0.04943238,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.23,0.00,0.00000000,95.31,102.99,0.05100000,0.04842520,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.48,0.00,0.00000000,93.97,103.78,0.04920000,0.04861440,Status: Off Contact,Status: Off Contact,Sesuai
12.73,0.00,0.00000000,89.77,103.24,0.04660000,0.04769109,Status: Off Contact,Status: Off Contact,Sesuai
13.02,0.00,0.00000000,88.23,103.99,0.04520000,0.04801000,Status: Off Contact,Status: Off Contact,Sesuai
13.26,0.00,0.00000000,86.56,104.72,0.04380000,0.04828623,Status: Off Contact,Status: Off Contact,Sesuai
13.53,0.00,0.00000000,81.16,102.04,0.04140000,0.04741350,Status: Off Contact,Status: Off Contact,Sesuai
13.78,0.00,0.00000000,77.45,101.55,0.04020000,0.04768606,Status: Off Contact,Status: Off Contact,Sesuai
14.03,0.00,0.00000000,77.28,101.67,0.03840000,0.04747041,Status: Off Contact,Status: Off Contact,Sesuai
14.25,0.00,0.00000000,72.58,99.69,0.03560000,0.04548230,Status: Off Contact,Status: Off Contact,Sesuai
14.52,0.00,0.00000000,72.16,99.95,0.03420000,0.04547923,Status: Off Contact,Status: Off Contact,Sesuai
14.75,0.00,0.00000000,67.57,97.86,0.03240000,0.04501378,Status: Off Contact,Status: Off Contact,Sesuai
15.01,0.00,0.00000000,61.64,92.65,0.03120000,0.04506174,Status: Off Contact,Status: Off Contact,Sesuai
15.30,0.00,0.00000000,59.13,92.58,0.03000000,0.04507771,Status: Off Contact,Status: Off Contact,Sesuai
15.59,0.00,0.00000000,57.82,92.95,0.02700000,0.04186884,Status: Off Contact,Status: Off Contact,Sesuai
15.87,0.00,0.00000000,52.67,88.79,0.02560000,0.04157692,Status: Off Contact,Status: Off Contact,Sesuai
16.15,0.00,0.00000000,48.22,85.68,0.02380000,0.04068857,Status: Off Contact,Status: Off Contact,Sesuai
16.42,0.00,0.00000000,42.96,80.25,0.02300000,0.04075537,Status: Off Contact,Status: Off Contact,Sesuai
16.69,0.00,0.00000000,41.20,80.20,0.02200000,0.04069398,Status: Off Contact,Status: Off Contact,Sesuai
16.99,0.00,0.00000000,35.40,72.07,0.02000000,0.03924283,Status: Off Contact,Status: Off Contact,Sesuai
17.23,0.00,0.00000000,32.32,70.20,0.01760000,0.03663659,Status: Off Contact,Status: Off Contact,Sesuai
