Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
12.07,0.00,0.00000000,140.25,98.87,0.07960000,0.04293996,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.34,0.00,0.00000000,135.19,99.44,0.07700000,0.04373786,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.56,0.00,0.00000000,129.81,99.34,0.07480000,0.04477678,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
12.84,0.00,0.00000000,128.25,100.75,0.07200000,0.04498889,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.12,0.00,0.00000000,125.59,102.33,0.06900000,0.04468781,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.37,0.00,0.00000000,122.21,103.63,0.06840000,0.04540308,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.63,0.00,0.00000000,116.21,101.84,0.06640000,0.04616319,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
13.89,0.00,0.00000000,111.39,101.52,0.06340000,0.04550209,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
14.16,0.00,0.00000000,105.68,99.57,0.06260000,0.04625192,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
14.39,0.00,0.00000000,103.98,100.63,0.06140000,0.04707483,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
14.69,0.00,0.00000000,99.38,100.02,0.05960000,0.04766382,Status: Arc Flash,Status: Off Contact,Tidak Sesuai
14.96,0.00,0.00000000,97.44,100.99,0.05820000,0.04836073,Status: Off Contact,Status: Off Contact,Sesuai
15.22,0.00,0.00000000,93.35,100.70,0.05660000,0.04893302,Status: Off Contact,Status: Off Contact,Sesuai
15.52,0.00,0.00000000,90.92,101.46,0.05500000,0.04944694,Status: Off Contact,Status: Off Contact,Sesuai
15.75,0.00,0.00000000,90.29,101.92,0.05380000,0.05003559,Status: Off Contact,Status: Off Contact,Sesuai
15.97,0.00,0.00000000,84.67,98.95,0.05280000,0.05059802,Status: Off Contact,Status: Off Contact,Sesuai
16.21,0.00,0.00000000,78.71,94.82,0.05140000,0.05106897,Status: Off Contact,Status: Off Contact,Sesuai
16.47,0.00,0.00000000,76.50,95.34,0.04860000,0.04996038,Status: Off Contact,Status: Off Contact,Sesuai
16.75,0.00,0.00000000,72.95,94.81,0.04760000,0.05042063,Status: Off Contact,Status: Off Contact,Sesuai
17.00,0.00,0.00000000,71.30,95.34,0.04580000,0.05048128,Status: Off Contact,Status: Off Contact,Sesuai
17.26,0.00,0.00000000,68.07,94.97,0.04360000,0.05003039,Status: Off Contact,Status: Off Contact,Sesuai
17.54,0.00,0.00000000,65.32,94.91,0.04200000,0.05011986,Status: Off Contact,Status: Off Contact,Sesuai
17.78,0.00,0.00000000,62.22,94.46,0.03980000,0.04949707,Status: Off Contact,Status: Off Contact,Sesuai
18.02,0.00,0.00000000,57.68,91.85,0.03760000,0.04876720,Status: Off Contact,Status: Off Contact,Sesuai
18.24,0.00,0.00000000,57.62,91.89,0.03660000,0.04901469,Status: Off Contact,Status: Off Contact,Sesuai
18.51,0.00,0.00000000,55.06,91.68,0.03580000,0.04927839,Status: Off Contact,Status: Off Contact,Sesuai
18.74,0.00,0.00000000,50.66,88.90,0.03320000,0.04764200,Status: Off Contact,Status: Off Contact,Sesuai
18.99,0.00,0.00000000,45.38,83.76,0.03060000,0.04580000,Status: Off Contact,Status: Off Contact,Sesuai
19.23,0.00,0.00000000,44.71,83.99,0.02860000,0.04490033,Status: Off Contact,Status: Off Contact,Sesuai
19.51,0.00,0.00000000,40.04,79.75,0.02560000,0.04157692,Status: Off Contact,Status: Off Contact,Sesuai
19.78,0.00,0.00000000,39.83,79.84,0.02400000,0.04098780,Status: Off Contact,Status: Off Contact,Sesuai
20.05,0.00,0.00000000,38.18,79.80,0.02100000,0.03694591,Status: Off Contact,Status: Off Contact,Sesuai
20.27,0.00,0.00000000,32.51,71.83,0.01860000,0.03423507,Status: Off Contact,Status: Off Contact,Sesuai
20.50,0.00,0.00000000,32.23,71.93,0.01760000,0.03403293,Status: Off Contact,Status: Off Contact,Sesuai
20.74,0.00,0.00000000,28.83,69.32,0.01580000,0.03250169,Status: Off Contact,Status: Off Contact,Sesuai
21.01,0.00,0.00000000,23.98,62.31,0.01480000,0.03220186,Status: Off Contact,Status: Off Contact,Sesuai
21.23,0.00,0.00000000,23.76,62.38,0.01360000,0.03160759,Status: Off Contact,Status: Off Contact,Sesuai
21.50,0.00,0.00000000,19.95,57.69,0.01200000,0.03019934,Status: Off Contact,Status: Off Contact,Sesuai
21.76,0.00,0.00000000,19.48,57.76,0.00980000,0.02679478,Status: Off Contact,Status: Off Contact,Sesuai
21.99,0.00,0.00000000,17.56,56.76,0.00900000,0.02647640,Status: Off Contact,Status: Off Contact,Sesuai
22.24,0.00,0.00000000,16.73,56.71,0.00780000,0.02547862,Status: Off Contact,Status: Off Contact,Sesuai
22.53,0.00,0.00000000,12.03,47.40,0.00580000,0.02182567,Status: Off Contact,Status: Off Contact,Sesuai
22.82,0.00,0.00000000,6.84,31.57,0.00360000,0.01596997,Status: Off Contact,Status: Off Contact,Sesuai
23.05,0.00,0.00000000,3.60,22.48,0.00300000,0.01552417,Status: Off Contact,Status: Off Contact,Sesuai
23.29,0.00,0.00000000,3.19,22.36,0.00100000,0.00700000,Status: Off Contact,Status: Off Contact,Sesuai
23.57,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
23.86,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
24.14,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
24.37,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
