Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
0.25,266.45,0.05000000,266.47,0.41,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
0.51,267.18,0.05000000,266.47,0.41,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
0.77,265.38,0.05000000,266.44,0.44,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.04,267.37,0.05000000,266.46,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.30,266.30,0.05000000,266.45,0.44,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.59,267.08,0.05000000,266.48,0.43,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
1.83,266.05,0.05000000,266.48,0.42,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.06,266.79,0.05000000,266.49,0.43,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.34,266.55,0.05000000,266.50,0.42,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.60,266.57,0.05000000,266.51,0.41,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
2.82,265.69,0.05000000,266.49,0.42,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.12,266.22,0.05000000,266.48,0.42,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.42,266.50,0.05000000,266.47,0.42,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.71,266.54,0.05000000,266.47,0.42,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
3.96,266.64,0.05000000,266.47,0.42,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.26,266.04,0.05000000,266.46,0.42,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.49,266.91,0.05000000,266.47,0.43,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
4.72,266.68,0.05000000,266.47,0.43,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
5.01,265.41,0.05000000,266.45,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
5.24,266.71,0.05000000,266.46,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
5.54,266.41,0.05000000,266.46,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
5.77,266.97,0.05000000,266.48,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
6.02,266.84,0.05000000,266.47,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
6.26,266.32,0.05000000,266.46,0.45,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
6.51,266.53,0.05000000,266.46,0.44,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
6.78,266.25,0.05000000,266.46,0.44,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.01,266.02,0.05000000,266.47,0.43,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.26,266.89,0.05000000,266.48,0.43,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.49,265.83,0.05000000,266.48,0.43,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
7.77,268.30,0.05000000,266.52,0.50,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
8.03,265.51,0.05000000,266.51,0.52,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
8.30,267.02,0.05000000,266.52,0.52,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
8.59,267.39,0.05000000,266.53,0.53,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
8.88,265.87,0.05000000,266.51,0.54,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
