Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
9.11,266.72,0.05000000,266.52,0.54,0.05000000,0.00000000,Status: Normal,Status: Normal,Sesuai
9.40,1.94,0.12000000,261.22,37.04,0.05140000,0.00980000,Status: Normal,Status: Arc Flash,Tidak Sesuai
9.67,108.14,0.09000000,258.05,42.78,0.05220000,0.01118749,Status: Normal,Status: Arc Flash,Tidak Sesuai
9.97,221.53,0.09000000,257.16,43.07,0.05300000,0.01236932,Status: Normal,Status: Arc Flash,Tidak Sesuai
10.21,233.60,0.07000000,256.50,43.17,0.05340000,0.01258730,Status: Normal,Status: Arc Flash,Tidak Sesuai
10.50,260.44,0.07000000,256.39,43.15,0.05380000,0.01278906,Status: Normal,Status: Arc Flash,Tidak Sesuai
10.78,265.38,0.09000000,256.37,43.15,0.05460000,0.01374191,Status: Arc Flash,Status: Arc Flash,Sesuai
11.01,188.94,0.05000000,254.83,44.14,0.05460000,0.01374191,Status: Arc Flash,Status: Arc Flash,Sesuai
11.30,139.72,0.08000000,252.30,46.95,0.05520000,0.01417604,Status: Arc Flash,Status: Arc Flash,Sesuai
11.57,38.13,0.07000000,247.71,55.65,0.05560000,0.01430524,Status: Arc Flash,Status: Arc Flash,Sesuai
11.84,40.51,0.04000000,243.19,62.67,0.05540000,0.01445130,Status: Arc Flash,Status: Arc Flash,Sesuai
12.06,138.94,0.09000000,240.63,64.24,0.05620000,0.01521710,Status: Arc Flash,Status: Arc Flash,Sesuai
12.32,101.39,0.12000000,237.33,67.01,0.05760000,0.01761363,Status: Arc Flash,Status: Arc Flash,Sesuai
12.58,37.09,0.13000000,232.74,72.48,0.05920000,0.02028201,Status: Arc Flash,Status: Arc Flash,Sesuai
12.87,60.24,0.08000000,228.61,76.22,0.05980000,0.02044407,Status: Arc Flash,Status: Arc Flash,Sesuai
13.16,23.62,0.11000000,223.75,81.22,0.06100000,0.02156386,Status: Arc Flash,Status: Arc Flash,Sesuai
13.45,6.72,0.12000000,218.56,86.46,0.06240000,0.02302694,Status: Arc Flash,Status: Arc Flash,Sesuai
13.69,3.10,0.04000000,213.27,91.26,0.06220000,0.02317671,Status: Arc Flash,Status: Arc Flash,Sesuai
13.91,160.32,0.06000000,211.17,91.25,0.06240000,0.02311363,Status: Arc Flash,Status: Arc Flash,Sesuai
14.17,110.56,0.08000000,208.04,91.95,0.06300000,0.02317326,Status: Arc Flash,Status: Arc Flash,Sesuai
14.42,110.99,0.12000000,204.93,92.56,0.06440000,0.02442622,Status: Arc Flash,Status: Arc Flash,Sesuai
14.69,177.56,0.11000000,203.14,92.20,0.06560000,0.02515234,Status: Arc Flash,Status: Arc Flash,Sesuai
14.92,195.53,0.13000000,201.73,91.77,0.06720000,0.02661128,Status: Arc Flash,Status: Arc Flash,Sesuai
15.17,212.06,0.03000000,200.63,91.31,0.06680000,0.02701407,Status: Arc Flash,Status: Arc Flash,Sesuai
15.42,126.36,0.11000000,197.83,91.39,0.06800000,0.02756810,Status: Arc Flash,Status: Arc Flash,Sesuai
15.67,84.85,0.07000000,194.20,92.20,0.06840000,0.02744886,Status: Arc Flash,Status: Arc Flash,Sesuai
15.97,103.40,0.09000000,190.95,92.48,0.06920000,0.02748381,Status: Arc Flash,Status: Arc Flash,Sesuai
16.22,63.55,0.05000000,186.90,93.53,0.06920000,0.02748381,Status: Arc Flash,Status: Arc Flash,Sesuai
16.50,87.79,0.13000000,183.32,93.83,0.07080000,0.02862447,Status: Arc Flash,Status: Arc Flash,Sesuai
16.76,174.95,0.14000000,181.49,93.08,0.07260000,0.03005395,Status: Arc Flash,Status: Arc Flash,Sesuai
16.98,51.69,0.07000000,177.19,94.01,0.07300000,0.02988311,Status: Arc Flash,Status: Arc Flash,Sesuai
17.27,250.87,0.03000000,176.89,93.74,0.07260000,0.03031897,Status: Arc Flash,Status: Arc Flash,Sesuai
17.54,100.88,0.07000000,173.57,93.44,0.07300000,0.03014963,Status: Arc Flash,Status: Arc Flash,Sesuai
17.83,181.59,0.07000000,171.87,92.50,0.07340000,0.02997399,Status: Arc Flash,Status: Arc Flash,Sesuai
18.11,136.24,0.11000000,169.28,91.65,0.07460000,0.03021324,Status: Arc Flash,Status: Arc Flash,Sesuai
18.36,249.88,0.07000000,168.95,91.32,0.07500000,0.03001666,Status: Arc Flash,Status: Arc Flash,Sesuai
18.62,286.18,0.12000000,169.34,91.78,0.07640000,0.03044733,Status: Arc Flash,Status: Arc Flash,Sesuai
18.87,255.72,0.13000000,169.12,91.56,0.07800000,0.03111270,Status: Arc Flash,Status: Arc Flash,Sesuai
19.15,223.43,0.05000000,168.25,90.83,0.07800000,0.03111270,Status: Arc Flash,Status: Arc Flash,Sesuai
19.40,165.33,0.09000000,166.23,89.74,0.07880000,0.03089595,Status: Arc Flash,Status: Arc Flash,Sesuai
19.64,280.39,0.04000000,166.51,90.07,0.07860000,0.03111334,Status: Arc Flash,Status: Arc Flash,Sesuai
19.88,272.69,0.12000000,166.64,90.22,0.08000000,0.03136877,Status: Arc Flash,Status: Arc Flash,Sesuai
