Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
20.78,266.90,0.12000000,120.29,102.94,0.06140000,0.04783346,Status: Arc Flash,Status: Arc Flash,Sesuai
21.07,104.78,0.05000000,122.39,101.52,0.06240000,0.04705571,Status: Arc Flash,Status: Arc Flash,Sesuai
21.31,167.06,0.10000000,125.73,100.18,0.06440000,0.04648268,Status: Arc Flash,Status: Arc Flash,Sesuai
21.57,161.51,0.08000000,128.96,98.67,0.06600000,0.04560702,Status: Arc Flash,Status: Arc Flash,Sesuai
21.86,43.11,0.11000000,129.82,97.72,0.06820000,0.04501955,Status: Arc Flash,Status: Arc Flash,Sesuai
22.12,32.26,0.08000000,130.46,96.97,0.06980000,0.04397681,Status: Arc Flash,Status: Arc Flash,Sesuai
22.38,198.48,0.09000000,134.43,95.60,0.07160000,0.04291200,Status: Arc Flash,Status: Arc Flash,Sesuai
22.63,45.77,0.10000000,135.35,94.52,0.07360000,0.04184543,Status: Arc Flash,Status: Arc Flash,Sesuai
22.91,12.35,0.09000000,135.60,94.18,0.07540000,0.04055663,Status: Arc Flash,Status: Arc Flash,Sesuai
23.15,234.29,0.12000000,140.28,93.14,0.07780000,0.03956210,Status: Arc Flash,Status: Arc Flash,Sesuai
23.43,140.54,0.04000000,143.09,90.96,0.07860000,0.03836717,Status: Arc Flash,Status: Arc Flash,Sesuai
